student_name,gender,grade,school_name,type,reading_score,math_score
Jeffrey Williams,M,12th,Patterson High School,District,77,98
Tristan Roberts,M,9th,Patterson High School,District,84,79
Jeff Jones,M,11th,Patterson High School,District,89,97
Michael Olson,M,9th,Patterson High School,District,91,94
Megan Hutchinson,F,12th,Patterson High School,District,60,83
Vincent Haley Jr.,M,9th,Patterson High School,District,87,94
Elizabeth Johnson,F,10th,Patterson High School,District,66,93
Richard Warner,M,10th,Patterson High School,District,99,99
Christopher Reid,M,10th,Patterson High School,District,67,64
Katherine Henderson,F,10th,Patterson High School,District,57,70
Alison Davis,F,9th,Patterson High School,District,55,83
Justin York,M,11th,Patterson High School,District,94,67
Maria Morgan,F,10th,Patterson High School,District,96,66
Scott Garcia,M,10th,Patterson High School,District,65,92
Samuel Davila,M,12th,Patterson High School,District,56,78
Steven Savage,M,9th,Patterson High School,District,88,99
Michael Jones,M,9th,Patterson High School,District,66,65
Jason Robinson,M,10th,Patterson High School,District,59,93
Jordan Rodriguez,F,9th,Patterson High School,District,67,75
Matthew Hayes,M,10th,Patterson High School,District,78,67
Andrew Meyer,M,11th,Patterson High School,District,83,69
Brittany Cobb,F,12th,Patterson High School,District,94,83
Jason Nguyen,M,10th,Patterson High School,District,55,98
Arthur Gonzalez,M,9th,Patterson High School,District,80,79
Michael Smith,M,9th,Patterson High School,District,61,81
Shelley Griffith,F,10th,Patterson High School,District,72,73
Holly Scott,F,12th,Patterson High School,District,71,87
Kyle Lyons,M,12th,Patterson High School,District,58,81
Dylan Wright,M,11th,Patterson High School,District,58,65
Joseph Russell,M,9th,Patterson High School,District,66,65
William Morris,M,11th,Patterson High School,District,93,69
Andrea James,F,9th,Patterson High School,District,68,86
Robert Herman,M,11th,Patterson High School,District,61,76
Kristin Cook,F,9th,Patterson High School,District,64,96
Jenna Hall,F,10th,Patterson High School,District,86,77
Laura Pham,F,9th,Patterson High School,District,95,84
Mary Lewis,F,9th,Patterson High School,District,85,70
Caitlin Perez,F,10th,Patterson High School,District,62,96
Donald Carter,M,9th,Patterson High School,District,65,88
Rachael Cunningham,F,9th,Patterson High School,District,82,69
Angela Richardson,F,12th,Patterson High School,District,63,68
Brandon Webster,M,10th,Patterson High School,District,99,76
Brittany Bond,F,12th,Patterson High School,District,88,89
Catherine Leonard,F,9th,Patterson High School,District,79,76
Lance Martin,M,10th,Patterson High School,District,60,80
Anthony Boyd,M,11th,Patterson High School,District,89,77
Jenny Hernandez,F,12th,Patterson High School,District,94,87
Scott Rollins,M,12th,Patterson High School,District,62,87
Megan Nelson,F,10th,Patterson High School,District,60,99
Tyler Garrett,M,11th,Patterson High School,District,88,99
Brian Potts,M,10th,Patterson High School,District,75,79
Brooke Green,F,11th,Patterson High School,District,93,96
Lauren Bowman,F,12th,Patterson High School,District,62,87
Edward Patterson,M,10th,Patterson High School,District,95,87
Eric Collins,M,10th,Patterson High School,District,81,78
Pamela Munoz,F,11th,Patterson High School,District,69,68
Kelly Kim,F,12th,Patterson High School,District,76,86
Michael Smith,M,11th,Patterson High School,District,82,70
Dr. Austin Elliott,M,10th,Patterson High School,District,57,92
Tyler Schroeder,M,11th,Patterson High School,District,76,93
Michael Gibbs,M,10th,Patterson High School,District,70,68
Carlos Perez,M,11th,Patterson High School,District,59,96
Nicholas Wyatt,M,10th,Patterson High School,District,85,80
Rebecca Jackson,F,11th,Patterson High School,District,90,77
Anthony Price,M,9th,Patterson High School,District,70,87
Steven Munoz,M,10th,Patterson High School,District,67,70
Sharon Gonzales,F,11th,Patterson High School,District,63,87
Judith Hopkins,F,9th,Patterson High School,District,86,67
Patricia Smith,F,10th,Patterson High School,District,58,65
Rose Allen,F,9th,Patterson High School,District,88,73
Lindsay Taylor,F,12th,Patterson High School,District,74,90
Jamie Velasquez,F,9th,Patterson High School,District,72,96
Lynn Melton,F,10th,Patterson High School,District,59,98
Melissa Wilcox,F,9th,Patterson High School,District,82,91
Beth Edwards,F,12th,Patterson High School,District,59,71
Dakota Hill,M,9th,Patterson High School,District,96,94
Debra Rodriguez,F,10th,Patterson High School,District,89,99
Christopher Powers,M,10th,Patterson High School,District,82,77
Peter Carter,M,10th,Patterson High School,District,66,83
Mason Berry,M,9th,Patterson High School,District,70,90
Michael Grimes MD,M,9th,Patterson High School,District,94,78
Colleen Crawford,F,11th,Patterson High School,District,74,98
Martha Marshall,F,9th,Patterson High School,District,96,75
Isaiah Torres,M,10th,Patterson High School,District,59,65
Danielle Dean,F,11th,Patterson High School,District,57,75
Ryan Brown,M,9th,Patterson High School,District,58,69
Mary Miles,F,11th,Patterson High School,District,67,99
Katelyn Gutierrez,F,12th,Patterson High School,District,62,93
Donna Oliver,F,11th,Patterson High School,District,74,90
Elizabeth Garrison,F,10th,Patterson High School,District,80,67
Logan Hamilton,M,12th,Patterson High School,District,92,76
Jerry Bridges,M,9th,Patterson High School,District,64,97
Debbie Harvey,F,9th,Patterson High School,District,57,74
Donald Rodriguez,M,12th,Patterson High School,District,99,73
Jonathan Sherman,M,12th,Patterson High School,District,77,64
Robin Howell,F,9th,Patterson High School,District,92,73
Melanie Pugh,F,10th,Patterson High School,District,95,86
Tonya Alexander,F,9th,Patterson High School,District,99,82
Margaret West,F,10th,Patterson High School,District,78,81
Chad James,M,11th,Patterson High School,District,64,82
Richard Daniels,M,10th,Patterson High School,District,78,97
Jamie Farrell,F,12th,Patterson High School,District,55,88
Nicholas Allen,M,11th,Patterson High School,District,76,85
Tonya Jackson,F,10th,Patterson High School,District,68,89
Jonathan Hall,M,11th,Patterson High School,District,79,95
Roger Davis,M,11th,Patterson High School,District,63,75
Erica Nelson,F,12th,Patterson High School,District,57,82
Kathleen Chen,F,10th,Patterson High School,District,59,66
Dale Ponce,M,11th,Patterson High School,District,55,90
Jerry Walsh,M,9th,Patterson High School,District,73,94
Laura Gonzalez,F,9th,Patterson High School,District,70,88
Donna Reed,F,9th,Patterson High School,District,69,77
Amber Christensen,F,11th,Patterson High School,District,84,84
Michael Stein,M,12th,Patterson High School,District,93,68
Jay Reed,M,10th,Patterson High School,District,73,93
Shirley Rivera,F,11th,Patterson High School,District,62,68
Daniel Mills,M,10th,Patterson High School,District,70,99
Daniel Curtis,M,10th,Patterson High School,District,92,89
Brian Burns,M,11th,Patterson High School,District,98,70
Jane Jones,F,12th,Patterson High School,District,90,64
Christopher Wright,M,10th,Patterson High School,District,93,87
Jamie Humphrey,F,11th,Patterson High School,District,72,70
Leslie Mccormick,F,11th,Patterson High School,District,99,85
Daniel Adams,M,9th,Patterson High School,District,57,82
Laura Owens,F,10th,Patterson High School,District,86,67
Nancy Hayes,F,10th,Patterson High School,District,68,71
Christopher Williams,M,12th,Patterson High School,District,83,67
Trevor Chang,M,10th,Patterson High School,District,88,98
Rachel Young,F,12th,Patterson High School,District,77,70
Pamela Walters,F,11th,Patterson High School,District,55,99
Lauren Richmond,F,9th,Patterson High School,District,64,94
Eric Lam,M,9th,Patterson High School,District,90,79
David Wilson,M,11th,Patterson High School,District,80,88
Brian Harrison,M,9th,Patterson High School,District,88,75
Virginia Johnston,F,11th,Patterson High School,District,85,67
Randall Smith,M,10th,Patterson High School,District,71,75
Joshua Kim,M,11th,Patterson High School,District,67,75
Kelly Nelson,F,12th,Patterson High School,District,83,77
Brandon Davis,M,11th,Patterson High School,District,79,68
Jose Smith,M,11th,Patterson High School,District,59,91
Steven Lucas,M,10th,Patterson High School,District,83,71
Erica Hendricks,F,11th,Patterson High School,District,98,81
Joshua Kelly,M,11th,Patterson High School,District,67,69
Christopher Carson,M,11th,Patterson High School,District,84,90
Benjamin Watkins,M,10th,Patterson High School,District,76,98
Melissa Mitchell,F,10th,Patterson High School,District,65,89
Sheila Oliver,F,12th,Patterson High School,District,68,67
Adrienne Hansen,F,11th,Patterson High School,District,80,74
Jacob Prince,M,11th,Patterson High School,District,69,83
Lynn Webb,F,12th,Patterson High School,District,63,99
Tara Marks,F,12th,Patterson High School,District,69,71
Lacey Hicks,F,11th,Patterson High School,District,78,99
Paul Pennington,M,12th,Patterson High School,District,55,96
Cynthia Savage,F,12th,Patterson High School,District,80,71
Gregory Alvarez,M,12th,Patterson High School,District,87,69
Glenn Barker,M,10th,Patterson High School,District,71,78
Danielle Norton,F,10th,Patterson High School,District,82,81
Kim Walton,F,10th,Patterson High School,District,95,72
Javier Cummings,M,9th,Patterson High School,District,57,89
Jennifer Novak,F,12th,Patterson High School,District,78,98
Lynn Wilson,F,11th,Patterson High School,District,95,67
Julie Castro,F,10th,Patterson High School,District,77,99
Thomas Gomez,M,12th,Patterson High School,District,58,84
Michael Wyatt,M,9th,Patterson High School,District,86,69
Stephanie Owens,F,9th,Patterson High School,District,92,65
Alexandra Stuart,F,10th,Patterson High School,District,57,66
Dana Beasley,F,10th,Patterson High School,District,86,80
Sheila Mccann,F,10th,Patterson High School,District,74,97
Veronica Carroll,F,9th,Patterson High School,District,58,97
Jeffrey Wong,M,9th,Patterson High School,District,87,74
Teresa Gardner,F,9th,Patterson High School,District,95,78
Patricia Jimenez,F,12th,Patterson High School,District,93,84
Danielle Rodriguez,F,11th,Patterson High School,District,69,83
Fred Webb,M,10th,Patterson High School,District,77,91
Elizabeth Kelley,F,9th,Patterson High School,District,60,87
Frank Mack,M,10th,Patterson High School,District,91,97
Julia Wood,F,9th,Patterson High School,District,71,75
Dennis Butler,M,11th,Patterson High School,District,96,68
Brittany Marshall,F,11th,Patterson High School,District,71,69
Adam Adams,M,9th,Patterson High School,District,74,76
Anthony Gilbert,M,11th,Patterson High School,District,81,97
Rebecca Poole,F,12th,Patterson High School,District,62,78
Katherine Crosby,F,10th,Patterson High School,District,89,69
Angela Clark,F,9th,Patterson High School,District,79,73
Maurice Jones,M,10th,Patterson High School,District,72,90
Bradley Carney DDS,M,9th,Patterson High School,District,65,91
Julie Cisneros,F,9th,Patterson High School,District,67,95
Tyler Hall DDS,M,10th,Patterson High School,District,69,84
Lauren Garcia,F,10th,Patterson High School,District,72,75
Kevin Bradley,M,12th,Patterson High School,District,82,89
Robert Rogers,M,9th,Patterson High School,District,78,76
Joseph Flores,M,11th,Patterson High School,District,91,66
Amanda Watkins,F,12th,Patterson High School,District,82,66
Robert Clark,M,10th,Patterson High School,District,78,83
Richard Hardy,M,10th,Patterson High School,District,74,83
Daniel Holland,M,9th,Patterson High School,District,86,75
Dr. Alex Morris,M,9th,Patterson High School,District,60,78
Katelyn Cole,F,10th,Patterson High School,District,94,74
Amanda Brown,F,12th,Patterson High School,District,66,98
Jacob Collins,M,10th,Patterson High School,District,55,95
Kenneth Reid,M,11th,Patterson High School,District,99,78
Brian Moody,M,10th,Patterson High School,District,74,96
George Davis,M,11th,Patterson High School,District,59,96
Lori Norman,F,12th,Patterson High School,District,70,81
Brianna Lucero,F,11th,Patterson High School,District,77,84
Andrea Morales,F,11th,Patterson High School,District,72,72
Lauren Perry,F,10th,Patterson High School,District,59,73
Jerry Vargas,M,10th,Patterson High School,District,59,70
Samantha Collier,F,9th,Patterson High School,District,71,88
Nicholas Padilla,M,11th,Patterson High School,District,99,85
Angela Ford,F,10th,Patterson High School,District,77,90
Jennifer Becker,F,9th,Patterson High School,District,99,82
Stephen Oliver,M,9th,Patterson High School,District,85,77
Diane Weiss,F,10th,Patterson High School,District,84,97
Jessica Thompson,F,12th,Patterson High School,District,92,87
Betty Hart,F,11th,Patterson High School,District,70,80
Michael Austin,M,12th,Patterson High School,District,67,99
Richard Fischer,M,10th,Patterson High School,District,73,65
Joshua Jacobson,M,10th,Patterson High School,District,78,67
Micheal Padilla,M,11th,Patterson High School,District,93,91
Noah Murray,M,10th,Patterson High School,District,58,92
Cristina Smith,F,12th,Patterson High School,District,73,67
Angel Walton,M,11th,Patterson High School,District,79,89
Christian Crawford,M,10th,Patterson High School,District,83,97
Jennifer Lee,F,9th,Patterson High School,District,56,78
Cory Walton,M,10th,Patterson High School,District,64,83
Jennifer Burke,F,11th,Patterson High School,District,86,67
William Choi,M,10th,Patterson High School,District,94,74
Steven Burton DDS,M,12th,Patterson High School,District,85,85
Mary Ali,F,9th,Patterson High School,District,61,90
Erik Mitchell,M,9th,Patterson High School,District,92,84
Nancy Ferguson,F,11th,Patterson High School,District,81,69
Laura Hernandez,F,12th,Patterson High School,District,94,64
Dr. Daniel Gonzalez,M,12th,Patterson High School,District,74,85
Tyler Dean,M,11th,Patterson High School,District,85,83
Michael Koch,M,11th,Patterson High School,District,65,67
Jack Cunningham,M,9th,Patterson High School,District,86,69
Kenneth Armstrong,M,9th,Patterson High School,District,93,71
Tiffany Brown,F,9th,Patterson High School,District,94,85
Kirsten Newman,F,10th,Patterson High School,District,96,78
Christina Burns,F,12th,Patterson High School,District,85,77
Jill Ramos,F,12th,Patterson High School,District,68,71
Allison Patel,F,10th,Patterson High School,District,71,66
John Parks,M,12th,Patterson High School,District,82,66
Jose Stark,M,11th,Patterson High School,District,71,74
Glen Pugh,M,9th,Patterson High School,District,94,64
Kenneth Robertson,M,10th,Patterson High School,District,60,98
Alexa Pierce DVM,F,9th,Patterson High School,District,61,96
Daniel Dodson,M,10th,Patterson High School,District,64,95
Suzanne Martin,F,9th,Patterson High School,District,71,91
Nathan Larson,M,10th,Patterson High School,District,70,83
Philip Madden,M,10th,Patterson High School,District,57,81
Michael Perkins,M,9th,Patterson High School,District,74,90
Chad Moyer,M,11th,Patterson High School,District,58,94
Danielle Boyer,F,9th,Patterson High School,District,80,78
Jeremy Stewart,M,11th,Patterson High School,District,94,67
Michelle Barnett,F,9th,Patterson High School,District,66,68
Melissa Moore,F,9th,Patterson High School,District,83,74
Meagan Fowler,F,11th,Patterson High School,District,94,85
Jack Skinner,M,10th,Patterson High School,District,61,77
Kristy Romero,F,10th,Patterson High School,District,71,74
Jessica Rhodes,F,12th,Patterson High School,District,93,75
Kathy Smith,F,9th,Patterson High School,District,57,79
William Moore,M,10th,Patterson High School,District,60,95
Kyle Hanson,M,11th,Patterson High School,District,78,94
Patricia Jones,F,12th,Patterson High School,District,57,87
Debbie Wright,F,11th,Patterson High School,District,98,97
Benjamin Burgess,M,11th,Patterson High School,District,79,94
Phillip Warner,M,12th,Patterson High School,District,55,64
Rhonda Gould,F,10th,Patterson High School,District,66,74
Randy Chapman,M,10th,Patterson High School,District,74,64
Wendy Nash DDS,F,10th,Patterson High School,District,80,74
Cathy Frye,F,10th,Patterson High School,District,91,79
Richard Collins,M,11th,Patterson High School,District,57,80
Christopher Lewis,M,12th,Patterson High School,District,63,69
Julia Robertson,F,9th,Patterson High School,District,72,71
Robert Williams,M,12th,Patterson High School,District,71,95
Chelsey Cardenas,F,10th,Patterson High School,District,59,69
Andrew Mayer,M,10th,Patterson High School,District,72,77
Adam Martinez,M,12th,Patterson High School,District,73,92
Bruce Jones,M,12th,Patterson High School,District,98,80
Kimberly Nichols,F,10th,Patterson High School,District,99,89
Dustin Navarro,M,9th,Patterson High School,District,73,81
David Mcbride,M,9th,Patterson High School,District,96,75
Taylor Ramirez,F,10th,Patterson High School,District,66,82
David Petersen,M,9th,Patterson High School,District,81,71
Lauren Cohen,F,9th,Patterson High School,District,84,78
Ian Wise,M,9th,Patterson High School,District,73,83
Amanda Morales,F,9th,Patterson High School,District,67,73
Regina Cooper,F,9th,Patterson High School,District,63,92
Michael Montgomery,M,11th,Patterson High School,District,87,77
Duane Donaldson,M,12th,Patterson High School,District,63,78
John Martinez,M,12th,Patterson High School,District,89,80
Emma Barnett,F,11th,Patterson High School,District,83,71
Collin Burton,M,10th,Patterson High School,District,59,97
Vanessa Long,F,9th,Patterson High School,District,60,83
Diana Galvan,F,10th,Patterson High School,District,78,74
Michael Jones,M,12th,Patterson High School,District,75,86
Michelle Williams,F,10th,Patterson High School,District,90,69
Angela Henderson,F,11th,Patterson High School,District,71,66
Lori Anderson,F,10th,Patterson High School,District,99,65
Kevin Wells,M,10th,Patterson High School,District,87,76
Alan Hughes,M,11th,Patterson High School,District,81,73
Christina Edwards,F,10th,Patterson High School,District,59,85
Jacqueline Jones,F,11th,Patterson High School,District,98,92
Timothy Johnson,M,10th,Patterson High School,District,63,90
Joseph Jones,M,10th,Patterson High School,District,63,98
Kristine Jenkins,F,11th,Patterson High School,District,92,67
Anna Levine,F,11th,Patterson High School,District,57,68
Tiffany Thompson,F,11th,Patterson High School,District,87,80
Thomas Stone,M,12th,Patterson High School,District,74,64
Justin Carroll,M,9th,Patterson High School,District,97,69
Tina Brewer,F,10th,Patterson High School,District,82,73
Stephanie Dunlap,F,12th,Patterson High School,District,95,81
Jose Mack,M,9th,Patterson High School,District,78,65
Nichole Greene,F,11th,Patterson High School,District,93,79
Michelle Edwards,F,11th,Patterson High School,District,63,69
Jessica Vasquez,F,11th,Patterson High School,District,55,74
Jessica Williams,F,11th,Patterson High School,District,99,70
Catherine Nelson DDS,F,9th,Patterson High School,District,56,80
Marcus Perez,M,11th,Patterson High School,District,99,90
Jim Miller,M,11th,Patterson High School,District,83,77
Christina West,F,10th,Patterson High School,District,88,86
Kevin Bennett,M,12th,Patterson High School,District,61,82
Bonnie Gray,F,9th,Patterson High School,District,91,91
Michael Silva,M,12th,Patterson High School,District,79,78
Amber Brown,F,9th,Patterson High School,District,63,64
James Lowe,M,11th,Patterson High School,District,83,64
Stacy Stevenson,F,10th,Patterson High School,District,78,94
Christopher Buchanan,M,12th,Patterson High School,District,99,65
Julie Weiss,F,11th,Patterson High School,District,56,66
Erik Vazquez,M,9th,Patterson High School,District,66,97
Kyle Middleton,M,12th,Patterson High School,District,71,70
Chase Bird,M,12th,Patterson High School,District,58,93
Joanna Schaefer,F,11th,Patterson High School,District,85,67
Brittany Bowen,F,11th,Patterson High School,District,57,65
Tonya Porter,F,12th,Patterson High School,District,66,95
Andrew Wood,M,11th,Patterson High School,District,74,95
Rebecca Stein,F,10th,Patterson High School,District,76,69
Sonya Vaughn,F,10th,Patterson High School,District,92,86
Michael Daniel PhD,M,9th,Patterson High School,District,78,96
Andrew Cummings,M,9th,Patterson High School,District,98,65
Erin Taylor,F,10th,Patterson High School,District,85,66
Cory Fox,M,9th,Patterson High School,District,91,76
Joseph Newton MD,M,9th,Patterson High School,District,60,68
Richard Walsh,M,9th,Patterson High School,District,91,68
David Garner,M,10th,Patterson High School,District,82,97
Shannon Silva,F,10th,Patterson High School,District,82,83
Mary Perkins,F,11th,Patterson High School,District,66,90
Devin Gardner,M,9th,Patterson High School,District,88,90
Tony Lee,M,10th,Patterson High School,District,61,83
Amanda Blake,F,11th,Patterson High School,District,91,76
Connie Leach,F,9th,Patterson High School,District,92,93
Robin Fowler,F,11th,Patterson High School,District,74,74
Beth Morgan,F,9th,Patterson High School,District,89,97
Jessica Bryan,F,9th,Patterson High School,District,98,76
Shelly Heath,F,10th,Patterson High School,District,98,76
Angelica Morgan,F,11th,Patterson High School,District,55,90
Richard Santos,M,10th,Patterson High School,District,61,95
Stephanie Bass,F,12th,Patterson High School,District,69,92
Jamie Gonzalez,M,9th,Patterson High School,District,65,96
Nathan George,M,9th,Patterson High School,District,87,68
Maria Huang,F,11th,Patterson High School,District,96,83
Dustin Butler,M,11th,Patterson High School,District,97,86
Jonathan Hardy,M,10th,Patterson High School,District,92,66
Kathy Fernandez,F,10th,Patterson High School,District,95,67
Anthony Singleton,M,11th,Patterson High School,District,76,66
David Jacobs,M,10th,Patterson High School,District,87,95
Holly Moreno,F,9th,Patterson High School,District,74,99
Debra Williams,F,11th,Patterson High School,District,60,97
Jennifer Foster,F,10th,Patterson High School,District,82,96
John Fox,M,9th,Patterson High School,District,79,65
Regina David,F,11th,Patterson High School,District,59,98
Michael Hansen,M,9th,Patterson High School,District,84,92
Cameron Martinez,M,10th,Patterson High School,District,78,99
Craig Pugh,M,12th,Patterson High School,District,92,79
Annette Jones,F,10th,Patterson High School,District,75,79
Christina Mcdonald,F,11th,Patterson High School,District,70,91
Deborah Marshall,F,12th,Patterson High School,District,62,99
Jeffrey Walker,M,9th,Patterson High School,District,92,90
Taylor Owens,F,10th,Patterson High School,District,70,77
Kenneth Kennedy,M,11th,Patterson High School,District,81,77
Rodney Francis,M,12th,Patterson High School,District,83,97
Eugene Malone,M,10th,Patterson High School,District,93,71
Amanda York,F,9th,Patterson High School,District,89,88
John Smith,M,10th,Patterson High School,District,96,85
Julie Turner,F,10th,Patterson High School,District,75,90
Andrew Anderson,M,10th,Patterson High School,District,58,67
Bruce Armstrong,M,11th,Patterson High School,District,90,78
Eric Lawson,M,11th,Patterson High School,District,79,87
Cynthia Rodriguez,F,9th,Patterson High School,District,68,83
Joseph Watts,M,10th,Patterson High School,District,89,92
Joel Larsen,M,10th,Patterson High School,District,90,96
Alexander Mathews,M,12th,Patterson High School,District,69,64
Dr. David Robinson,M,9th,Patterson High School,District,82,76
David Garner,M,12th,Patterson High School,District,76,72
Mary Perkins,F,10th,Patterson High School,District,63,97
Tammy Parker,F,11th,Patterson High School,District,91,70
Felicia Davis,F,12th,Patterson High School,District,96,84
Pamela Higgins,F,9th,Patterson High School,District,65,93
Andrew Pineda,M,10th,Patterson High School,District,94,67
Joshua Smith,M,11th,Patterson High School,District,58,97
Richard Marquez,M,10th,Patterson High School,District,97,68
Edwin Barber,M,9th,Patterson High School,District,99,85
Cynthia King,F,10th,Patterson High School,District,82,82
Richard Wood,M,10th,Patterson High School,District,83,86
Rebecca Smith,F,9th,Patterson High School,District,61,99
Bradley Brewer,M,10th,Patterson High School,District,62,65
Rachel Wilkerson,F,12th,Patterson High School,District,79,67
Matthew Lopez,M,9th,Patterson High School,District,81,67
Jessica Johnson,F,11th,Patterson High School,District,76,70
Thomas Davis,M,9th,Patterson High School,District,61,64
Adrian Brown,M,10th,Patterson High School,District,89,93
Emily Rios,F,11th,Patterson High School,District,88,79
Dave Gibson,M,12th,Patterson High School,District,85,75
Carol Camacho,F,12th,Patterson High School,District,71,88
Ashley Carson,F,10th,Patterson High School,District,73,65
Joshua King,M,12th,Patterson High School,District,68,78
Laura Mendez,F,10th,Patterson High School,District,58,69
Alexandria Acosta,F,11th,Patterson High School,District,73,70
Donald Choi,M,11th,Patterson High School,District,87,74
Kyle Johnson,M,9th,Patterson High School,District,87,95
Adrian Owens,M,10th,Patterson High School,District,70,95
Eric Hester,M,10th,Patterson High School,District,78,88
Heidi Hernandez,F,9th,Patterson High School,District,91,99
Bethany Hanna,F,11th,Patterson High School,District,97,70
Jessica Davis,F,12th,Patterson High School,District,99,91
Scott Owen,M,9th,Patterson High School,District,86,69
Lauren Wagner,F,9th,Patterson High School,District,88,74
Jessica Wang,F,9th,Patterson High School,District,66,82
Matthew Harper,M,9th,Patterson High School,District,62,66
Mercedes Davis,F,11th,Patterson High School,District,76,71
Kayla Adams,F,11th,Patterson High School,District,70,71
Elizabeth Santiago,F,10th,Patterson High School,District,91,86
David Howell,M,10th,Patterson High School,District,82,98
Julia Powers,F,9th,Patterson High School,District,67,64
Daniel Taylor,M,10th,Patterson High School,District,56,78
David Middleton,M,12th,Patterson High School,District,75,67
Nichole Mahoney,F,9th,Patterson High School,District,55,97
Kelsey Neal,F,12th,Patterson High School,District,97,68
Angela Alexander,F,9th,Patterson High School,District,79,72
Courtney Malone,F,11th,Patterson High School,District,63,76
Joseph Steele,M,9th,Patterson High School,District,61,77
Douglas Clark,M,10th,Patterson High School,District,61,68
Martha Jones,F,12th,Patterson High School,District,77,82
Michaela Durham,F,11th,Patterson High School,District,75,81
Marissa Price,F,9th,Patterson High School,District,57,81
Randy Perez,M,10th,Patterson High School,District,85,66
Joseph Vargas,M,10th,Patterson High School,District,60,80
Benjamin Castro,M,10th,Patterson High School,District,98,70
Victoria Farmer,F,9th,Patterson High School,District,61,98
Jasmine Middleton,F,10th,Patterson High School,District,99,88
Tammy Gilbert,F,10th,Patterson High School,District,62,84
Dustin Avery,M,11th,Patterson High School,District,62,64
Colleen Davis,F,10th,Patterson High School,District,70,90
Dr. Jill Hogan DDS,F,9th,Patterson High School,District,56,88
Ms. Tonya Blair,F,9th,Patterson High School,District,65,81
Brian Adams,M,12th,Patterson High School,District,81,90
Michael Lopez,M,10th,Patterson High School,District,99,74
Jimmy Mcguire,M,12th,Patterson High School,District,76,83
Kathleen Martinez,F,10th,Patterson High School,District,60,65
Jillian Huerta,F,12th,Patterson High School,District,58,85
Eric Hubbard,M,10th,Patterson High School,District,56,95
Tammy Lucero,F,12th,Patterson High School,District,55,71
Kristina Miller,F,11th,Patterson High School,District,59,68
Alexander Turner,M,10th,Patterson High School,District,88,72
Kenneth Knight,M,9th,Patterson High School,District,85,85
Mark Wilson,M,11th,Patterson High School,District,95,87
Kelly Lewis,F,11th,Patterson High School,District,82,70
Jack Harris,M,10th,Patterson High School,District,59,65
Tracy Mccarthy,F,9th,Patterson High School,District,68,85
Amy Jones,F,11th,Patterson High School,District,81,97
Barry Morrow,M,10th,Patterson High School,District,70,72
Alexander Stevenson,M,12th,Patterson High School,District,96,64
John Morse,M,9th,Patterson High School,District,71,76
Mary Rodriguez,F,10th,Patterson High School,District,72,72
Adam Beard,M,10th,Patterson High School,District,58,90
Timothy Collins,M,9th,Patterson High School,District,77,69
Sherri Williams,F,9th,Patterson High School,District,84,84
Denise Wright,F,10th,Patterson High School,District,82,75
Cindy Russell,F,9th,Patterson High School,District,66,85
Kimberly Torres,F,10th,Patterson High School,District,92,96
Karen Erickson,F,10th,Patterson High School,District,85,95
Wendy Wall,F,9th,Patterson High School,District,65,85
Louis Garcia,M,12th,Patterson High School,District,94,95
Michaela Miller,F,10th,Patterson High School,District,97,75
Anthony Evans,M,12th,Patterson High School,District,73,73
Gabriel Rose,M,9th,Patterson High School,District,74,80
Sean Morgan,M,10th,Patterson High School,District,88,84
Zachary Reyes,M,9th,Patterson High School,District,89,86
Steve Ponce,M,10th,Patterson High School,District,88,77
Anna Drake,F,9th,Patterson High School,District,56,65
Kelly Vasquez,F,10th,Patterson High School,District,94,91
Jeffrey Taylor,M,9th,Patterson High School,District,62,85
Brenda Haney,F,11th,Patterson High School,District,56,74
Michael Watson,M,11th,Patterson High School,District,58,72
Curtis Cordova,M,10th,Patterson High School,District,64,65
Sara Torres,F,11th,Patterson High School,District,82,82
Gary Walker,M,10th,Patterson High School,District,86,70
Lacey Scott,F,11th,Patterson High School,District,76,92
Jeremy Tran,M,10th,Patterson High School,District,62,87
Christopher Mckenzie,M,9th,Patterson High School,District,96,97
Robert Reyes,M,12th,Patterson High School,District,76,98
Margaret Griffith,F,11th,Patterson High School,District,93,65
Ashley Douglas,F,9th,Patterson High School,District,72,73
Mary Gutierrez,F,11th,Patterson High School,District,74,85
Sydney Walker,F,11th,Patterson High School,District,64,94
Glenn Newman,M,12th,Patterson High School,District,98,80
Sheena White,F,12th,Patterson High School,District,71,89
Joanne Moore,F,11th,Patterson High School,District,90,80
Veronica Johnson,F,11th,Patterson High School,District,59,71
Brian Boyle,M,10th,Patterson High School,District,95,70
Duane Cisneros,M,9th,Patterson High School,District,92,73
Cory Yang,M,9th,Patterson High School,District,65,95
John Walters,M,12th,Patterson High School,District,81,84
Julia Hayes,F,11th,Patterson High School,District,93,78
Robin Bender,F,12th,Patterson High School,District,61,86
Jack Bush,M,10th,Patterson High School,District,70,94
Melanie Wallace,F,10th,Patterson High School,District,67,70
Catherine Espinoza,F,11th,Patterson High School,District,73,92
Jeremy Smith,M,11th,Patterson High School,District,80,83
Sara Macdonald,F,9th,Patterson High School,District,56,93
Brianna Howell,F,12th,Patterson High School,District,55,64
Karen Martin,F,9th,Patterson High School,District,84,79
Robert Smith,M,11th,Patterson High School,District,88,87
Dustin Johnson,M,11th,Patterson High School,District,71,87
Carrie Barry,F,11th,Patterson High School,District,92,94
Miguel Hunter,M,11th,Patterson High School,District,56,93
Stacy Grant,F,11th,Patterson High School,District,73,80
